debtor,series,Series,counterpart_area,Counterpart-Area,year,value
BOL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.60384201199442
BRA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,122.622986937002
BRA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,17.4373059268587
BRA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,7.47871473341764
BRA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.06349258001117
BTN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,120.825738828555
BTN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,64.6856311952781
BTN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.23868205891431
BTN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.663144555191434
BWA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,6.50618374790144
BWA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,4.16816133150311
BWA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.156955759321399
BWA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.100553097193294
CAF,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,60.9707280853322
CAF,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.23010525430115
CHN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,28.1580223284222
CHN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,10.6157965345491
CHN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.854923460103682
CHN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.322312888285217
CIV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,146.408660116128
CIV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,73.5408713516321
CIV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.873169273773173
CIV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.438591741634805
CMR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,48.2015679048347
CMR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,13.170789571206
CMR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.91473066847566
CMR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.523188680704681
COD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,189.748698241019
COD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,77.3741458273576
COD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.28850548101671
COD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.74873109299613
COG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,89.4190867875324
COG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,71.6587564832677
COG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.59045969722492
COG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.473183177962448
COL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,119.874133606166
COL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,22.1755705052841
COL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,8.10646007699314
COL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.49961773718618
COM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,374.060727802457
COM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,36.0835654082799
COM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,17.3628440989319
COM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.67489734727897
CPV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,98.0014014507781
CPV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,35.8772938012979
CPV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.1012570938942
CPV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.403158768379961
CRI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,72.928905056901
CRI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,32.1166143726683
CRI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.99599268096618
CRI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.3193827813931
DJI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,237.02689022305
DJI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,92.9119463966667
DJI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.16555612829848
DJI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.24086335112161
DMA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,131.897871859466
DMA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,66.0909478645723
DMA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.87101937467896
DMA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.93967754041738
DOM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,104.20703489044
DOM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,25.7234913616157
DOM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.86661108396354
DOM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.20132223616473
DZA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,9.13243699182833
DZA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,4.35512550847986
DZA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.344594252952256
DZA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.164331954597748
EAP,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,38.6396646658635
EAP,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,15.2574029676809
EAP,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.26944950042909
EAP,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.501259592769685
ECA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,136.216120231794
ECA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,46.4236937184228
ECA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,5.74307516805165
ECA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.95729229513967
ECU,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,128.705323873673
ECU,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,44.0856878116611
ECU,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,9.51121523996616
ECU,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,3.25789526927589
EGY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,72.5355778686566
EGY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,26.2922867901955
EGY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.9377046573878
EGY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.702368245538612
ERI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,68.4132717564279
ERI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.43095177361417
ETH,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,95.1023730744149
ETH,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,13.1458504385529
ETH,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.52495704620916
ETH,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.210792397777465
FJI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,23.203562020525
FJI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,12.0485077499855
FJI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.08386918866876
FJI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.562801793452858
GAB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,72.0650410784145
GAB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,48.2969273788531
GAB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.51761838600734
GAB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.3574559480325
GEO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,81.9428143258132
GEO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,29.2582035087212
GEO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.04133032950955
GEO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.728869989403097
GHA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,136.519407608868
GHA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,33.6669797693266
GHA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.66633493036269
GHA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.65754346382718
GIN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,251.6041958214
GIN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,53.1176167375387
GIN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.98051801383219
GIN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.840350176138131
GMB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,272.419417974294
GMB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,55.0960767922269
GMB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.98204676632912
GMB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.805357988278981
GNB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,779.487435084875
GNB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,147.736511316599
GNB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.54876881192798
GNB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.483068995699451
GRD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,149.470821931531
GRD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,67.9595314026293
GRD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.01305532253571
GRD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.36993846132407
GTM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,136.759874356015
GTM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,38.7414172351806
GTM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,6.92609501531757
GTM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.96202824887372
GUY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,99.7665399124668
GUY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,31.2030522063779
GUY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.44709932063636
GUY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.452595787016844
HND,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,64.865625483322
HND,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,25.1702772715619
HND,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.15265287011348
HND,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.83530944481698
HTI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,199.952387607274
HTI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,17.3504277360518
HTI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.9583894974444
HTI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.256707728298396
IDA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,103.266586013717
IDA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,25.1950800054413
IDA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.04887338722455
IDA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.499886080336626
IDN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,117.570803853265
IDN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,35.6690596510526
IDN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.09568059936293
IDN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.24256253102311
IDX,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,139.511706704188
IDX,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,33.8016017287925
IDX,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.21870860583998
IDX,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.537559939725089
IND,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,80.7407390490724
IND,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,16.8414102457773
IND,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.89107148534281
IND,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.60303784072294
IRN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,24.8119190408251
IRN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,5.94087508699143
IRN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.09807035608803
IRN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.262917947278224
JAM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,188.268602063962
JAM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,86.7026309227411
JAM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,12.8686465656136
JAM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,5.92634938285957
JOR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,139.114132538964
JOR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,84.0345273140491
JOR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,5.78732116156171
JOR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,3.4959409899653
KAZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,162.585908183837
KAZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,104.718369407138
KAZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,6.05931441066277
KAZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,3.90268462929961
KEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,104.890800348436
KEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,23.8155904871498
KEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.52992357665663
KEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.347371106496024
KGZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,139.391018087842
KGZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,76.7242289581745
KGZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.06698354781202
KGZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.13771834907734
KHM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,46.9129010122598
KHM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,22.9377892017391
KHM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.307285042401038
KHM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.15024522839891
LAC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,108.641457475917
LAC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,24.0701290793815
LAC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,5.81908865965928
LAC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.28925198921796
LAO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,400.781826351932
LAO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,122.379419523275
LAO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.819346282081
LAO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.47159567052031
LBN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,133.329133326068
LBN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,101.384837888025
LBN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,8.57620008269593
LBN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,6.5214303385065
LBR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,671.962390853991
LBR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,309.974366604395
LBR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,67.8864799916196
LBR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,31.3158428549264
LCA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,65.8764908830226
LCA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,37.9316581118115
LCA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.83339824856797
LCA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.63146962169146
LDC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,104.74604092744
LDC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,30.9773468544964
LDC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.96908236866929
LDC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.5823317710079
LIC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,158.768519277032
LIC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,32.3505727221791
LIC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.80872518353276
LIC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.572304060781382
LKA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,143.565272688749
LKA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,44.2579988597844
LKA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.05153348377894
LKA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.940720293399104
LMC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,82.3643841642537
LMC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,22.8557929686888
LMC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.82379132385585
LMC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.78359099676046
LMY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,70.7291363840273
LMY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,21.919830094284
LMY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.83401099298865
LMY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.878294895534355
LSO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,41.0993117690319
LSO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,29.2370221953251
LSO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.87957870856102
LSO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.75983523636947
MAR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,83.4805891148681
MAR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,23.9949101161777
MAR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.81088982526381
MAR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.807936903881661
MDA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,137.049546759953
MDA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,69.9444036350436
MDA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.31085271551443
MDA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.20008040503255
MDG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,101.191430537447
MDG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,27.6379346616501
MDG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.11649783982155
MDG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.304943750503085
MDV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,42.1644761655412
MDV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,48.6122685637439
MDV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.37608396561995
MDV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.58651474858469
MEX,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,82.2914613267762
