debtor,series,Series,counterpart_area,Counterpart-Area,year,value
LBR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,179.127401448151
LBR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,52.3835892160323
LBR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.05011705887424
LBR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.891968943786236
LCA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,73.9555934181169
LCA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,49.046849733604
LCA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.11936869705516
LCA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.06874423795365
LDC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,180.27986502119
LDC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,38.7072051519635
LDC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.58471383075084
LDC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.19907269697852
LIC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,202.159717275432
LIC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,36.4481068614183
LIC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.26276258329399
LIC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.948842507337066
LKA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,346.849531124999
LKA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,75.5983345222285
LKA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.35452366123593
LKA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.60297100068268
LMC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,112.618120135537
LMC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,30.7460101412325
LMC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.58819023476799
LMC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.25262740417175
LMY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,95.5428284594045
LMY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,24.2868758009782
LMY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.38271404306728
LMY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.11408080911489
LSO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,120.979049013331
LSO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,68.921115566306
LSO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.70757060246744
LSO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.972793816698933
MAR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,110.309774511118
MAR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,48.6584351971049
MAR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.53778899586221
MAR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.56054417987086
MDA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,152.852808536683
MDA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,63.3021520088421
MDA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.30603703118355
MDA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.19743141083284
MDG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,147.745203226323
MDG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,41.7765973334011
MDG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.6806378457593
MDG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.475219019043262
MDV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,81.0970100626358
MDV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,68.7336819019143
MDV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.01612816703502
MDV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.40386502162162
MEX,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,88.7544382232254
MEX,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,34.1601439110051
MEX,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.93340895867107
MEX,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.51390531875261
MIC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,94.1658648979983
MIC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,24.0614023202191
MIC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.36992136729933
MIC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.11660882890214
MKD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,115.748643704655
MKD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,84.3138866962902
MKD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.96221095525685
MKD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.88616259211417
MLI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,102.024695569908
MLI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,32.7818369493649
MLI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.3216889683177
MLI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.424675535811592
MMR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,93.2783856923726
MMR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,18.5653120465804
MMR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.63100173869694
MMR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.324620285853637
MNA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,91.822765439123
MNA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,27.8733663562678
MNA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.9141338765875
MNA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.18815946119521
MNE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,204.121340712881
MNE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,113.306936866221
MNE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,9.71040543772476
MNE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,5.39020707994132
MNG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,215.102141263047
MNG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,189.662159971983
MNG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.35531184883567
MNG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,5.6036735174648
MOZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,694.905253487023
MOZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,349.676525389679
MOZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,38.0756633593349
MOZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,19.1596848614816
MRT,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,110.462352944588
MRT,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,43.1840362295667
MRT,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,2.59284553690914
MRT,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.01364431065236
MUS,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,138.701834658977
MUS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,128.347860087775
MUS,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.1745751285191
MUS,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.93759578188051
MWI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,232.342219751061
MWI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,29.1878159434085
MWI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,2.41677082999872
MWI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.303605010914419
NER,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,414.286890266917
NER,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,34.6858721049593
NER,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.38980359768569
NER,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.283808869680871
NGA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,163.440622760354
NGA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,29.0393685709598
NGA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.04925760547573
NGA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.07480391483618
NIC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,176.715334842146
NIC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,89.5388024100614
NIC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.32484145465988
NIC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.19132722584344
NPL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,253.245095914693
NPL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,24.0871686471855
NPL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.09427395844107
NPL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.294308951604224
PAK,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,353.588355338602
PAK,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,39.3943802755119
PAK,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,13.6835146408731
PAK,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.52452299723469
PER,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,115.406057130719
PER,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,35.5404305398248
PER,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.38582399460256
PER,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.96657731632449
PHL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,101.103724305456
PHL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,25.0233834846282
PHL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.2617373718595
PHL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.0547889239433
PNG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,117.494811473206
PNG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,53.1609177868181
PNG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.98271348296206
PNG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.25444526870381
PRY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,137.974601385007
PRY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,62.8482211981079
PRY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.00217437079292
PRY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.73402480412021
RWA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,319.793447950932
RWA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,82.3875065974947
RWA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.75875007025409
RWA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.74123819475287
SAS,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,102.537121448452
SAS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,21.598573539034
SAS,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.29993705582638
SAS,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.9057452111153
SDN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,20.8506519972074
SDN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.0632428288895441
SEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,545.372332728939
SEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,133.991931640928
SEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,25.9049639568782
SEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,6.36456224741402
SLB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,86.2342909668752
SLB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,31.825886589009
SLB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.905742895200331
SLB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.334276194982796
SLE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,182.669323318576
